name,mz,rt,CTRL-T01_F01,CTRL-T01_F01_2,CTRL-T01_F04,CTRL-T01_F04_2,CTRL-T01_F05,CTRL-T01_F05_2,CTRL-T01_F11,CTRL-T01_F11_2,CTRL-T01_F15,CTRL-T01_F15_2,CTRL-T01_F17,CTRL-T01_F17_2,CTRL-T01_F23,CTRL-T01_F23_2,CTRL-T01_F26,CTRL-T01_F26_2,CTRL-T01_F33,CTRL-T01_F33_2,CTRL-T01_F38,CTRL-T01_F38_2,PRO-T01_F02,PRO-T01_F02_2,PRO-T01_F07,PRO-T01_F07_2,PRO-T01_F08,PRO-T01_F08_2,PRO-T01_F17,PRO-T01_F17_2,PRO-T01_F19,PRO-T01_F19_2,PRO-T01_F20,PRO-T01_F20_2,PRO-T01_F28,PRO-T01_F28_2,PRO-T01_F31,PRO-T01_F31_2,PRO-T01_F35,PRO-T01_F35_2,PRO-T01_F39,PRO-T01_F39_2,SYN-T01_F01,SYN-T01_F01_2,SYN-T01_F02,SYN-T01_F02_2,SYN-T01_F09,SYN-T01_F09_2,SYN-T01_F12,SYN-T01_F12_2,SYN-T01_F17,SYN-T01_F17_2,SYN-T01_F22,SYN-T01_F22_2,SYN-T01_F31,SYN-T01_F31_2,SYN-T01_F33,SYN-T01_F33_2,SYN-T01_F35,SYN-T01_F35_2,SYN-T01_F37,SYN-T01_F37_2
148172,221.141,1079.415571,2492210,2452062,2677210,3130100,3486220,3662700,2437453,2863530,3032720,3668880,4278150,3702480,4048280,2382480,3243030,3921170,3729090,2954400,2546850,2576140,4344860,4001120,2402969,2382897,3854940,2146320,5179550,3776860,3053780,3337090,1384270,1282950,1974390,3400800,2634240,2695105,2225708,2608790,2729490,2929490,1701280,1660740,1387430,1797850,5019631,3250150,4444650,2860110,3121980,3114760,4129730,4116410,2768983,2359700,1096760,1752820,1722240,1864940,2588702,2303995
121291,221.127,1120.011818,1064280,1324770,0,0,1519790,1021980,1843280,4188260,1780070,2314820,0,1507570,1420120,1152660,0,1350830,1317180,1497290,0,0,1336370,1683630,1841440,1326960,1408570,0,0,0,1466130,1203770,1380240,0,1258360,1167930,1989380,1065980,1047990,896874,1230650,1544770,0,966666,0,0,1595580,1214170,0,1284940,1858790,1286260,1853520,1932930,1152740,988790,0,0,1520680,0,1937810,1675490
140111,221.151,967.5720667,12631540,7260767,5177382,11091610,18897640,9097600,4336760,14773170,12941250,13236820,3298270,9413610,12446092,3524275,7594640,10459180,7863970,1768140,9827939,4642790,11976000,12534578,10568350,9736170,8902988,11496190,19228160,27782419,7528310,8140250,3278921,2739145,4316554,3861074,2510710,2400137,5893607,5949778,12543027,8210480,5249818,2848198,1890418,2556950,3322820,10716770,7526685,13751200,15144388,8328310,8487001,8300120,5627160,6404133,6492543,3080209,11840493,15860056,5882370,8716736
16967,221.133,539.1555385,2264860,1742210,0,3191970,2984240,5497020,2971060,2936770,5282270,4751690,5854620,1352920,3739870,0,13913870,4473920,4070460,2225090,792156,0,4127240,7854010,3985480,9743410,10308900,11491920,2356850,10914060,5432360,0,1314170,0,4999580,4164860,0,0,1394220,5122150,5185810,7892950,0,0,0,0,0,10098610,4351960,7652560,4995400,7617880,1802510,1452890,13922070,6739880,2249140,1725150,0,7370410,5463130,5044740
29682,221.157,329.5608082,0,0,2195860,1137400,0,2290370,749960,0,0,1093410,1018950,0,1905152,842581,0,0,902426,0,5790966,1149550,1016950,0,980292,0,0,0,2439370,1136350,0,982560,0,866208,3303330,0,3383791,1075670,1008980,0,1043320,0,0,0,2771965,2090229,1150610,0,5427022,0,1493080,0,4055862,857459,0,0,0,0,2259820,1006230,887554,0
120740,221.15,416.5910909,5663490,1394440,17298140,18772530,19397650,12131670,4644220,20478560,0,0,29383800,12011270,2515260,18239040,8706000,5538520,24125400,0,4387550,15995910,0,8795720,4060200,12750200,21339300,0,18855030,28239480,3934640,0,0,27349600,0,1855530,20616510,19788970,6741980,5765150,1573000,2005340,55072750,7588110,17302060,17344130,47814280,0,0,12937820,9254420,12785720,22771310,50353770,0,10971600,5820200,10778070,13523190,0,0,1681660
113331,221.15,407.02,6582970,2404290,6995750,9528890,0,5481860,21302590,13196000,11196470,13869210,11083680,6908290,10205570,4150010,3014660,10656840,7319180,31718400,5166630,2613070,2986560,9388780,15214310,11763300,0,0,5333140,2991490,7167040,11034400,4245860,3338980,9302630,10460350,4430680,4615040,7037130,4983160,9996210,6804090,9394380,8973530,2811570,2728460,0,4069280,2379210,8336590,7082470,10325630,7994820,4983210,5992210,3747890,5912240,6237650,7657190,11319550,8122340,0
149116,221.156,990.3004758,989449,1475680,2007995,2379910,1163660,1271370,3097450,3796580,2996240,3482310,1671990,1492350,1442240,1724553,1991730,1654720,2409830,1581900,1143780,1989696,1503560,2409340,1082300,1036580,3484800,3453380,1144070,1432220,1203510,2339870,1850340,1050150,1372470,2575000,943521,1419176,1965950,1049950,842596,2933890,1033960,1513500,0,1577190,563642,2494200,3191820,2195060,2622560,5313850,1023790,1715545,1116560,829232,1197940,1040300,1165760,1795000,1015290,831352
117679,221.158,391.325,7404470,38740210,7385720,14556680,23407980,26239040,13218520,39307610,34515330,28241330,14658320,18431070,25429620,17768910,26617380,50490370,14686230,11086570,23117350,11362480,18650010,24409160,33892600,40893700,21521290,22686230,6176940,13358270,14357230,17858920,66196880,46234780,22113140,19838180,6398210,9680620,27862700,28610540,8367580,8259550,16728420,32634340,12812350,17503974,47397430,40143820,26069640,46391430,27531720,46882290,26870770,11606580,17525880,27896640,16354830,20475220,27515580,23698080,11059860,10976070
65713,221.154,994.6458182,2299590,2542980,1908920,1497320,2038270,0,2156830,1893160,2268020,0,2125670,2737280,5643020,2427220,2847500,2228100,4767860,2358730,4814680,2408150,2045400,2575780,2030060,2087000,2565390,5412800,1927100,0,2121600,2117300,1704890,1575400,0,1959020,0,2136480,0,2004670,1929120,1943630,1410580,1696270,1695980,0,0,1864290,1882120,2682660,1865210,2136130,1887650,0,2184950,2379010,2145050,2683010,2200000,2248380,2028670,0
138106,221.153,1051.048,2668960,1344930,3315580,1354550,0,912700,0,0,1667520,1211310,853812,1536760,1115320,1070100,1018690,1416810,0,1393950,1241170,1218190,2670160,1972260,4365620,2421540,0,1692770,1672810,2052880,1131860,1844810,2070430,1451110,6901080,1054040,1705520,1605500,1488540,0,1227780,1451760,0,0,1535980,1094000,1549570,2363620,1714490,2126580,1702230,2358170,1419360,0,1916460,2417970,1306950,1810670,1669840,1189770,2882240,3564790
77387,221.154,986.9235,4364450,2922360,10582890,1719430,0,3262620,5243800,2704340,8649900,4579420,0,2434770,2299680,5826180,7420180,5813840,2045720,5957690,0,5067620,6284000,7095620,2254010,4389950,2233850,1588870,2583650,3498860,0,1602990,1313910,2642220,1383530,1556600,5334990,0,2867600,2766010,4847690,0,1513120,1308770,1648960,2689050,10539430,5876590,1796440,4254650,3839110,3977330,3112880,2777650,2094900,2656100,5305520,4394410,4773500,0,3482680,6514850
12812,221.154,1035.686278,0,11589890,0,0,4579360,0,6437490,0,10913040,10856570,19797240,0,3316580,0,26976970,1119690,14397715,15460430,0,0,15710420,0,3163220,18653363,46909440,39916290,3820690,1447670,25964080,20946210,18414620,19739310,17081250,19593950,0,0,11178150,7008720,8961570,18017480,0,838558,0,0,0,5551160,18593963.7,19270560,24132360,28005430,0,0,2885650,1065220,0,0,0,1170570,9869180,8774410
5070,221.153,1093.295,65214610,69847983,83137380,106628394,66860030,92936190,54421206,72668390,87157120,62477270,109852552,40400238,97908278,74067220,76266304,72256930,100920340,58592026,122159496,70034970,85416442,102355107,86741971,84553925,62373140,83218809,70130900,106783593,81136188,92734789,64256808,93929650,72326274,107004999,57365230,90715620,73263272,65901431,55165580,68856131,42169676,92246414,69063000,85674580,25058420,93766879,94064503,94829941,72754840,85855122,62302480,95429510,40072152,49784237,72254330,66950479,53978773,84768988,74249117,66661598
14247,221.153,1013.47,0,12064230,0,0,12029010,3267650,7191190,0,20805170,21032930,4773860,0,0,0,12401940,0,0,3096430,3141840,2685460,13746540,0,12126360,0,18502490,5597470,0,0,13681100,27340080,5122990,2206080,0,3220180,0,0,22092530,9451840,16990210,32067570,6564290,0,0,0,0,2378240,9943040,2923570,17170820,12010410,1491930,0,9033530,17362360,2624600,0,0,0,12163310,22338280
98846,221.154,1146.865,17030190,8605250,0,16978960,13059020,26371290,4931400,9019990,19393790,7368550,8401860,8186770,10434120,0,25934300,15164060,11248930,19120080,14643790,16885020,11185200,6397510,6394010,16452800,22304900,25599860,21766080,33681800,9875320,7460520,6844750,11592200,22196020,11324200,0,0,10833640,13857760,16029770,19480830,4785330,18955390,17093490,0,0,10550650,9595980,6384260,9533110,9361190,8712330,0,5107400,5435370,2901242,0,5952410,32457030,0,1624430
120042,221.154,997.336,2035290,4671370,1750960,6596580,0,0,0,2663850,3403500,4125350,2885900,0,0,2058780,0,4566100,0,0,0,1692840,8089990,3947030,9838080,10772800,3654670,4530510,17783370,0,2637550,0,0,0,7332810,10626700,0,0,0,2248070,0,0,2364940,6006740,0,0,19561660,14697150,0,6038190,0,0,5546530,0,9470060,4632060,0,5696860,7974800,0,3116360,4875860
