name,mz,rt,Annotation.type,annotated.from.ID,annotated.from.peak,ID,compound.name,isotope,adduct,Formula,score,peak.group,confidence
80131,211.15,902.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134697,211.153,983.3615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12397,211.162,566.8245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95465,211.169,1119.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60082,211.169,1136.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100663,211.183,1100.5967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102821,211.186,174.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103067,211.193,1726.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105869,211.655,609.2251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119209,211.664,600.9445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130238,213.145,439.5664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5429,213.152,560.2806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141693,213.188,1143.9424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61358,213.115,683.9022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148645,213.122,860.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12935,213.133,843.1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144335,213.166,1639.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52288,213.177,721.8723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115830,213.153,1420.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128036,213.161,783.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60160,213.169,1630.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111508,213.167,1733.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38108,213.161,1034.0775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87038,213.207,1335.3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4946,213.189,1070.7386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105243,213.192,1669.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96063,213.165,385.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97762,213.162,718.8305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120673,213.203,493.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64391,213.203,1037.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121191,213.185,883.6005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39887,213.205,477.4025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85713,213.208,1147.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86866,213.214,1329.9417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135795,213.221,945.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113043,213.221,894.8095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87168,213.221,1088.0605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148989,214.185,373.6756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69474,214.13,652.8168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143319,214.102,676.9213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130475,214.089,613.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29436,214.122,631.2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134613,214.31,874.5545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121280,214.29,738.9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3603,214.611,655.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7503,214.609,526.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62185,214.666,569.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142871,214.652,370.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129743,214.64,285.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148878,214.64,278.1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,214.641,280.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120165,214.649,333.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125105,214.653,353.5655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113912,215.072,784.4277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65354,215.022,763.4913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137186,215.095,781.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88243,215.117,688.5008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94277,215.111,598.8025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116799,215.133,421.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52590,215.143,1212.3623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116052,215.145,1122.3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138060,215.146,410.0275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36169,215.147,1224.4387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94598,215.14,1618.8833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77375,215.13,548.1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98847,215.146,443.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134452,215.128,1625.1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36107,215.14,1247.3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86092,215.141,1393.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86413,215.128,973.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117509,215.153,688.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105478,215.164,724.9915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117029,215.164,1060.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,215.193,1009.5067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,215.164,145.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121188,215.929,487.0744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114300,215.628,329.1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90000,215.687,480.4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65357,216.556,295.5903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146123,215.889,281.1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111013,216.18,498.6275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110996,216.029,418.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125244,216.14,306.7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129742,216.156,504.1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14219,216.12,828.3185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87320,216.201,856.7707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96606,216.124,500.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119144,216.133,832.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117813,216.161,472.715,metAnnotation,C00386,115806,C05575,Hercynine,[M],M+NH4,C9H16N3O2,0.740089024476583,C05575_1,grade3
103378,216.128,906.7145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107619,216.138,725.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112478,216.142,297.2665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98627,216.159,955.5819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130167,216.634,626.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147951,217.125,485.4126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112201,217.092,338.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112208,217.126,1021.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122108,217.114,414.4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60861,217.168,1128.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124125,217.154,1091.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118974,217.107,870.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150029,217.122,308.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79309,217.146,334.4923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124731,217.142,287.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52212,217.562,431.0445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119440,217.451,381.3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112049,218.011,338.4355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64625,218.648,327.4543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70477,218.139,475.8895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116665,218.154,835.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116055,218.173,1144.3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110110,219.153,606.2943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102597,218.984,294.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3820,219.134,1139.7407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118623,219.145,368.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64511,219.174,741.5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116788,219.174,708.1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95247,219.174,734.5065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125003,219.638,411.3985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91705,219.64,454.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117698,220.088,292.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117680,220.178,438.2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81279,220.39,464.8956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48351,220.609,346.0749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121995,220.678,617.9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25923,221.138,515.5116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49032,221.129,521.8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114070,221.109,1126.2994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6581,221.136,500.7774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55352,221.133,1139.0355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148172,221.141,1079.4156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121291,221.127,1120.0118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140111,221.151,967.5721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16967,221.133,539.1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29682,221.157,329.5608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120740,221.15,416.5911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113331,221.15,407.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149116,221.156,990.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117679,221.158,391.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65713,221.154,994.6458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138106,221.153,1051.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77387,221.154,986.9235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12812,221.154,1035.6863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5070,221.153,1093.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14247,221.153,1013.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98846,221.154,1146.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120042,221.154,997.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96857,221.154,1034.4653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100641,222.135,857.1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86674,222.149,716.3068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47410,222.17,1030.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80611,223.366,556.8301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36159,222.634,568.2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118784,222.646,448.5195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100068,223.005,482.2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113917,223.063,1698.6067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145056,223.126,1100.6013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62166,223.099,1114.3729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99605,223.099,574.06,metAnnotation;metAnnotation;metAnnotation,C00082;C00082;C04020,88236;88236;119030,C04368;C21308;C00082,3-Amino-3-(4-hydroxyphenyl)propanoate;(S)-beta-Tyrosine;L-Tyrosine,[M];[M];[M],M+CH3CN+H;M+CH3CN+H;M+CH3CN+H,C9H11NO3;C9H11NO3;C9H11NO3,0.691108747433103;0.691108747433103;0.676319655999372,C04368_1;C21308_1;C00082_1,grade4;grade4;grade4
52898,223.064,137.2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135487,223.064,857.9275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33638,223.128,1090.7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122313,223.118,1064.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130464,223.108,673.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118925,223.096,613.6958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88236,223.109,630.8896,metAnnotation;metAnnotation;metAnnotation,C00082;C00082;C04020,99605;99605;61241,C04368;C21308;C00082,3-Amino-3-(4-hydroxyphenyl)propanoate;(S)-beta-Tyrosine;L-Tyrosine,[M];[M];[M],M+CH3CN+H;M+CH3CN+H;M+CH3CN+H,C9H11NO3;C9H11NO3;C9H11NO3,0.812822675056549;0.812822675056549;0.778303135531151,C04368_2;C21308_2;C00082_2,grade4;grade4;grade4
95271,223.096,713.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113457,223.097,514.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112206,223.096,1143.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133691,223.115,730.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83097,223.134,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134705,223.115,996.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42076,223.097,474.8235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18976,223.113,488.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126922,223.114,1004.4185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87121,223.192,297.9137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57007,223.133,1016.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75575,223.561,448.2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145323,224.901,314.4261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115829,223.983,292.8862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146529,223.978,353.7499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62728,224.061,1659.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69475,224.129,494.0845,metAnnotation;metAnnotation,C04390;C02427,124068;124068,C06746;C02728,N-(2-Phenylethyl)-acetamide;N6-Methyl-L-lysine,[M];[M],M+CH3COO+2H;M+CH3CN+Na,C10H13NO;C7H16N2O2,0.7035302041023;0.679906325669583,C02728_3;C06746_1,grade4;grade4
88920,224.604,895.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60526,224.927,306.8385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82989,224.955,337.0908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95126,225.164,1652.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127160,227.19,1161.9854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146886,227.181,1161.1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2244,227.162,839.1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47452,227.137,832.1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124557,227.165,1054.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128452,227.168,1066.6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81574,227.184,1226.1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106425,227.197,1121.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134619,227.164,486.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62764,227.182,296.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79927,227.18,1561.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85670,227.193,1116.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74321,227.2,1469.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103752,227.182,888.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32647,227.199,1368.1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126727,227.185,1089.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120039,227.213,1374.5735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137929,227.2,1073.3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150794,227.2,1088.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70856,227.2,1107.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105863,227.201,1090.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52521,227.2,1138.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100840,227.201,1732.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149464,227.22,1583.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130045,227.221,1666.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869,228.161,298.6178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103075,227.657,638.8789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148712,228.193,1021.7264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113506,228.019,1062.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79332,228.158,843.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118931,228.16,865.9692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75084,229.17,1073.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126802,228.223,968.5082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124974,229.135,767.4847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52849,229.138,680.4726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,229.143,498.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6052,229.154,961.7385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116673,229.143,397.6485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69479,229.143,439.0857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112047,229.16,1099.3245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96659,229.143,417.8245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60101,229.143,1718.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81351,229.179,907.4997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139728,229.177,975.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64755,229.163,613.6694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60569,229.178,1280.6363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149898,229.167,1175.5083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124980,229.144,939.3435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36092,229.174,1031.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83333,229.191,1585.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79154,229.186,1089.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64835,229.189,1047.6658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101099,229.622,593.3435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99321,229.163,676.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87431,229.18,1090.0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25734,229.216,1202.7667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100847,229.216,138.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128196,230.145,636.0657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116948,229.66,672.4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37074,230.047,455.9801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85100,230.127,300.8525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63278,230.14,342.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100850,230.152,342.8723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110410,230.586,426.3206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121050,230.153,439.447,seed;seed,NA;NA,NA;NA,C02727;C12989,N6-Acetyl-L-lysine;N2-Acetyl-L-lysine,[M];[M],M+CH3CN+H;M+CH3CN+H,C8H16N2O3;C8H16N2O3,0.871476724596096;0.770327003984561,C02727_1;C12989_1,grade1;grade1
37115,230.159,292.7747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117915,230.421,289.4551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54125,230.151,355.3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47432,230.15,278.9353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79908,230.146,584.2633,seed;seed,NA;NA,NA;NA,C12989;C02727,N2-Acetyl-L-lysine;N6-Acetyl-L-lysine,[M];[M],M+CH3CN+H;M+CH3CN+H,C8H16N2O3;C8H16N2O3,0.681394241193496;0.628005531757251,C02727_2;C12989_2,grade1;grade1
85374,230.338,304.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60498,230.164,499.3007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20578,230.165,506.9257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62175,230.175,673.1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150945,231.743,418.5458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79167,230.644,499.1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105276,230.647,584.0587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143429,230.648,576.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131401,230.649,664.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134755,230.65,487.2702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113918,230.956,358.2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,231.156,524.4462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44658,231.26,342.5499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60080,231.148,277.4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140340,231.206,291.5839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135800,231.159,1182.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113926,231.159,1301.9223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145258,232.152,1114.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119616,232.163,667.2978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33692,232.133,968.5275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116725,233.147,1017.8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128426,233.154,1094.7009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86091,234.138,1109.1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96929,234.644,495.6287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120923,235.218,419.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121481,235.089,323.3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105466,235.1,389.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112379,235.161,1053.3216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150487,235.134,832.9674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96062,235.162,784.2479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129989,235.153,973.9366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86251,235.142,792.8185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134701,235.159,722.0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130127,235.169,816.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135246,235.169,376.092,seed;seed,NA;NA,NA;NA,C01799;C01826,D-Norvaline;L-Norvaline,[M];[M],2M+H;2M+H,C5H11NO2;C5H11NO2,0.68541432348848;0.66631432348848,C01799_1;C01826_1,grade1;grade1
