name,mz,rt,CTRL-T01_F01,CTRL-T01_F01_2,CTRL-T01_F04,CTRL-T01_F04_2,CTRL-T01_F05,CTRL-T01_F05_2,CTRL-T01_F11,CTRL-T01_F11_2,CTRL-T01_F15,CTRL-T01_F15_2,CTRL-T01_F17,CTRL-T01_F17_2,CTRL-T01_F23,CTRL-T01_F23_2,CTRL-T01_F26,CTRL-T01_F26_2,CTRL-T01_F33,CTRL-T01_F33_2,CTRL-T01_F38,CTRL-T01_F38_2,PRO-T01_F02,PRO-T01_F02_2,PRO-T01_F07,PRO-T01_F07_2,PRO-T01_F08,PRO-T01_F08_2,PRO-T01_F17,PRO-T01_F17_2,PRO-T01_F19,PRO-T01_F19_2,PRO-T01_F20,PRO-T01_F20_2,PRO-T01_F28,PRO-T01_F28_2,PRO-T01_F31,PRO-T01_F31_2,PRO-T01_F35,PRO-T01_F35_2,PRO-T01_F39,PRO-T01_F39_2,SYN-T01_F01,SYN-T01_F01_2,SYN-T01_F02,SYN-T01_F02_2,SYN-T01_F09,SYN-T01_F09_2,SYN-T01_F12,SYN-T01_F12_2,SYN-T01_F17,SYN-T01_F17_2,SYN-T01_F22,SYN-T01_F22_2,SYN-T01_F31,SYN-T01_F31_2,SYN-T01_F33,SYN-T01_F33_2,SYN-T01_F35,SYN-T01_F35_2,SYN-T01_F37,SYN-T01_F37_2
26253,105.947,926.1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74284,118.086,1664.506667,0,0,20619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3788330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9565,126.018,413.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121946,129.093,950.6358261,4448200,6589170,19405760,7625960,7405250,8418750,2340290,12193280,3574280,0,2170550,13735870,4881630,1312670,0,13160740,0,0,6094750,13779440,1995630,8505600,2416790,3043540,0,0,13949120,7951730,3070660,2113530,0,0,0,0,15205650,10853890,2024420,1818110,1883790,0,12146410,1667490,1369310,10511990,0,1644100,2214370,1779280,6553710,1763950,11723700,33836110,2149680,11071560,7644820,8871854,9344820,2548580,6062980,3115860
81384,131.012,959.0868182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621510,4355610,8764670,4396120,0,0,0,0,0,0,0,0,0,0,2502520,0,0,0,0,0
28731,131.893,514.7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6878970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13478600,0,0,0,0,0,0,0,0,0,0,0,0,0
51381,133.084,1183.404148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151820,0,0,0,0,0,0,0,0,0,0,0,19162200,2679660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117284,134.02,1760.91,0,0,0,0,0,12809100,0,0,15604500,0,0,0,15728400,0,0,0,0,0,0,0,0,6495340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7648840,0,0,0,0,0,0,0,0,0,13603000,14598500,22236700,0,0,10469100,8245530,5061910,0,0,0,58379800,49854500
10270,135.096,985.5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146712,136.895,336.5291429,900767,763115,1263560,1031590,3230820,1343280,2250230,836420,1675620,1989050,1701750,1697150,994855,921256,2424110,1847780,2357730,1644540,626720,1043830,1399940,5929190,592283,605452,2411980,1036580,1247050,924411,1322490,817536,632501,1213030,1016430,1129090,956629,2442680,2565350,3060890,3578050,1362530,601861,528313,382109,1770710,1147350,2151760,845446,2646750,2450560,1083090,1864610,924103,1336390,2933320,1634050,1260320,1673310,1707850,448557,751262
144385,138.539,280.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6298390,0,0,0,0,0,0,0,0,0,0,0,3605010,0,0,0,0,0,0,0,0,0,2980400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996540,0
75705,139.969,341.6934,0,0,0,0,0,0,0,0,0,0,5305560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64312,141.114,489.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7184320,0,0,0,0,0,0,0,0,0,0,2043020,0,0,0,0,0,0,0
3861,141.96,801.0066818,0,0,0,0,0,1167690,0,0,903672,0,643767,0,829490,867525,1081430,680370,1394036,0,0,0,0,0,1161290,1075120,768573,0,0,0,1110360,0,0,1623750,0,976961,765914,739890,0,0,0,639624,0,752678,0,0,0,0,1075900,1250460,0,0,1575470,0,0,0,0,910839,853641,0,0,837942
4,141.97,1705.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8012340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65108,142.583,439.80775,0,2857320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116477,142.579,472.0383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21140800,0,0,0,0,0,0,0,0,5168040,0,0,0,20174800,0,0,0,0,0
96889,143.1,731.6812308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106159,143.995,347.5837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19463400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119478,143.997,799.161,12840660,0,6288770,11014880,2982380,0,0,9392060,0,0,0,9471500,2678200,13449380,0,1708730,0,0,1486530,3539120,0,8306370,0,0,0,0,13916390,4655930,0,0,0,0,15449800,0,4658590,0,0,0,0,0,2319240,0,5877890,12243920,2901880,0,0,0,0,0,0,7593860,2459660,11870220,0,6290280,10191250,3889210,0,500331
70308,144.098,967.14975,4792310,0,0,4537880,0,0,0,0,0,0,0,1609740,11092290,0,0,3301370,0,0,1462370,0,0,0,0,0,0,0,2039710,3631510,0,0,0,0,0,0,0,0,1516720,0,3248100,0,8360500,0,1279090,732950,0,0,0,0,0,2227550,2721510,0,0,2209690,6269310,750401,0,5176920,0,0
30656,144.441,292.8563333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881530,7112880,0,0,0,3296540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284450,2951290,0,0,0,0,0,0,0
82114,144.982,1343.11,0,0,0,0,0,0,0,0,0,5156480,4748180,0,0,0,0,0,0,4735120,0,0,0,0,0,0,13801030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633990,0,0,0,0,0,0,0,0,0,0
98788,145.075,973.4532308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10780200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6456910,0,0,0
66678,145.245,343.07725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4475040,0,0,0,0,0,0,0,0,0,0,0,1702370,3103910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120949,146.694,676.0805,50840000,10889700,76528020,75537070,25839560,42622460,102053400,55582200,37016080,106308120,59795620,39423010,23257980,36622470,11559730,12623890,10450260,154215910,5834020,6379310,33837000,43403780,67830820,5907850,0,215659720,13643540,120965200,0,14479610,7954920,13100380,1407130,8685210,48956680,3971960,10789030,9810890,25620520,25540200,28692280,8049660,19669970,4611040,126543130,34336620,0,1411020,85238240,76598940,13509340,51406830,43215680,7480170,6760900,3817290,3987400,23458420,0,11971150
5260,146.165,437.9703235,7906540,26305600,0,0,38339940,34206420,41455060,0,37462600,37589100,27081050,0,13889100,0,58282620,20636140,22609430,22024850,0,0,29200340,0,26401300,24982240,44233680,42366460,0,0,43022390,36428930,0,31422500,13573800,19342100,0,0,29201680,39378740,50050780,62698320,0,0,0,0,0,16238160,46336580,34940730,48138230,43136150,0,0,29500100,16329900,0,0,0,0,42797960,42673180
146719,147.14,302.9495172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128367,0,0,0,0,0,0,0,0,0,258689,0,0,226263,0,0,85367.2,0,0,0,0,0,0,0,100390,0,0,0,0,98592,0,0,0,0,0,0,135238
113930,147.017,1353.186173,11195690,5426670,0,3816380,11041300,8169910,9994990,4982420,0,0,0,7530960,8352380,0,22427600,7912270,0,0,4497090,4625330,8713680,5855690,6908050,7928580,20399800,14834300,21384320,17818190,10797400,14402490,8879180,4788560,7335900,10363800,0,0,4294560,3937810,17486170,19900830,7456870,13961590,7952880,2005640,0,6250390,8133350,7860480,15081150,0,18262380,0,4976620,5722200,3812740,9426250,6447860,10893900,18092540,4739480
11106,147.059,1083.735353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143440,146.978,1125.041143,0,0,0,0,0,0,0,0,0,0,1,420083,0,361889,0,0,228893,0,0,0,0,378408,158036,0,506937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257775,0,0,0,0,0,0,0,0,0,107020,192037,0,0,0,0,0
120237,147.059,1537.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352500,732954,0,0,0,0
146440,147.073,277.2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48913200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45292900,0,0,0,0,0,0,0,0,0,0
131393,149.545,423.8371905,3862692,2992797,1290300,6130540,1010790,0,2808200,4751200,3284570,0,65837600,4219690,0,0,94590500,2157035,1382860,0,0,4648864,100258880,4758789,1652584,4421000,35741770,2764720,3949960,1819310,4443434,1359630,1503920,0,2507674,0,0,983623,4219938,2820779,1085780,131034000,1970000,174265235,0,0,0,1456390,185695700,185957430,3930900,2496220,2160990,0,4545919,2583897,1652300,4039960,4209928,0,2122180,2194226
52815,149.05,966.9137156,1988380,2521980,4064510,0,2023120,0,1851220,2086030,0,1585690,0,0,0,0,2603340,1779710,0,0,0,0,0,0,0,2807740,0,0,2296230,2008590,1201180,2288400,0,1949860,2325280,1668850,0,0,0,0,0,1882520,0,0,2137930,1699610,1546770,0,0,2322140,0,1761870,0,2272340,0,2221290,0,0,2063670,0,0,1898320
94092,149.026,992.0309789,14117700,58568500,0,9647070,81991900,16086500,0,0,71751300,92382300,270076500,18952700,30935300,0,156890500,48752600,72367600,131444000,23404590,0,133195000,22242800,94931200,191428600,110916000,254531800,11239600,75643400,119496500,80507900,57282200,60080200,137614000,141743000,0,0,57654100,64365700,35862800,57222900,0,28384400,8601300,0,0,112116800,130805300,67559100,68297600,109116400,11944300,0,47932240,0,7132620,4192880,11071900,62327800,29096800,35249200
126877,149.126,929.9157368,0,0,2163690,5517670,0,0,0,0,0,0,0,1831780,0,0,0,0,0,0,1756650,2056930,0,0,0,0,0,0,3940230,0,0,0,0,0,0,0,3113250,0,0,0,0,0,4338040,0,3620300,1842680,0,0,0,0,0,0,5369720,2471980,1750310,4943410,3803360,4465180,2789780,0,0,0
122308,149.978,404.8673333,0,3577370,0,5993190,0,0,4222040,0,0,0,0,2850010,4746780,2700350,0,5493160,0,2132870,3766960,0,0,0,3868290,3556540,0,2193870,2637540,3787140,0,0,0,2027840,0,0,0,0,1679140,0,0,3237800,0,0,0,2496920,0,0,0,4880510,2471490,0,6503060,3169140,0,3383160,0,0,4899170,6942690,0,0
134951,149.988,834.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197870,0,0,0,2853940,3393742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272150,0,0,0,0,24300703,24115973,2139153,0,0,0,0,0,0,0,2630946,0,0,0,6840130,0,0,0,0,0
36921,151.021,397.19,0,0,0,0,6211780,11020100,0,0,0,0,15047800,0,0,0,0,0,0,0,0,0,4525590,5837120,4709540,0,5884560,6952730,0,3584340,0,0,0,0,6011260,0,0,0,0,6429090,0,0,0,0,0,0,0,0,0,0,0,4144190,0,0,3686870,0,0,0,0,0,0,0
7377,152.06,293.6038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11061390,0,0,0,0,11236220,0,0,0,0,0,0,0,0,0,3643220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24078,152.003,983.0530769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566060,0,0,0
142955,152.128,244.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702090,0,0,0,0,0,0,0,0,0,0,0,0
79681,152.639,291.00225,0,0,0,0,0,0,0,0,0,0,0,0,4948330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150252,153.009,1098.394667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585980,2409270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33682,153.09,286.5983333,0,0,2550700,0,0,2392760,3338200,6165200,0,0,0,3446600,2871240,0,0,2762380,0,0,0,0,0,2127300,0,0,0,0,0,0,0,0,9819260,4334740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637340,4354110,0,0,0,0,0,0,0,0,0,0,0,3853760
72301,153.764,318.8251429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12156710,1937000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375250,0,0,0,0,0,0,0,0,0,0,0,2955460,4041800,0,0,0,0
126538,153.806,286.1644167,215648432,365189300,214207700,209764289,530092236,202146730,215935994,267166420,572363790,394547920,359310398,181625509,464442750,99373137,271210770,313024280,409876880,306455590,180295620,97082328,296067650,228624165,258600647,255143060,273155030,530631608,308038160,303867920,197014712,235079926,27921120,20522910,193607755,240261934,39662194,102845856,66346876,82827936,292743923,216202740,89002873,90933504,25315707,28351556,84515132,252807260,251189630,377198942,182305450,246793329,166938290,172742480,216171753,114662682,88065330,61515011,213860836,321257238,205578302,245495689
47572,153.958,1070.16346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446675,0,0,0,0,0,0,0,0,0,0,0
51829,153.97,589.5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432360,1122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84967,153.97,623.5105,0,0,3316220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,154.086,1144.12,11760608,9993429,28474140,17904640,4365200,25459910,26438266,7240730,16031180,17413260,16176077,17859310,21837918,21878730,21819024,14784710,6178680,6225975,22939100,19715520,25884110,18022560,11130860,8086830,8526688,7792056,38277262,15408540,16583312,13906630,17641654,10424027,17757891,7843400,25966420,6104556,19778160,10054520,12546886,4970790,8225910,19351250,21693059,17451380,4947290,25397260,18545389,7622830,15994160,20005790,18603320,10563260,18763030,19647280,16366491,18527520,14066230,6126290,18340072,15806415
437,155.046,858.6898586,18867220,0,33544290,12473490,5958260,10110040,19408430,15175900,17456580,9972451,11920716,47988380,0,14070730,6490180,6550550,15797000,16114430,15099786,23591460,19705750,0,14497520,25671930,5831520,18663550,1463520,6575780,16136894,17008540,7197850,9637157,14320570,31446030,44876880,14601310,9905920,25004495,16706140,930471,4102730,14409019,20959950,25947770,40653956,10333306,1503240,9985458,11744520,4147400,2265209,7224560,9387760,11080680,8325000,13919120,16727040,658079,38908730,15182570
105597,155.106,1113.116471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467690,0,0,0,2264070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112234,155.11,981.0136234,0,0,0,0,0,0,0,1803480,0,0,0,0,0,0,0,0,0,0,0,0,0,2179090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103801,155.967,289.1662857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124700,0,0,0,0,0,0,0,0,0
101117,156.095,1002.256,0,0,0,0,0,0,0,0,0,0,0,0,7780610,0,0,0,0,0,0,0,0,0,22455300,0,32431500,0,11824500,14539400,0,16174500,0,0,0,0,0,0,0,0,18363900,25629600,0,0,0,0,0,0,0,14892100,14637900,19348700,0,0,0,0,0,0,0,0,0,0
71970,156.125,417.8583333,0,0,2710820,0,0,0,0,0,0,0,0,2903700,9362680,0,0,0,0,0,5857560,0,0,0,0,0,0,0,13269300,0,0,0,0,0,0,0,4774130,12671400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52262800,0,0,18217990,11581100,0,14068100,0,0
97428,156.946,296.477988,0,8613580,7380820,9637610,19611510,7101690,8447440,57310770,12315700,12743000,11197700,23396420,15980000,0,21011790,24075200,42950770,50166400,9771330,17532300,11254400,51765300,27974900,10997600,29277800,0,0,10395900,0,21461800,0,4214690,9727030,36128300,12961790,0,8034440,33038140,23403700,49679000,0,0,0,0,26860300,12756300,8912730,22624400,11341500,18044900,4654500,20777620,6463840,8023930,29665200,29354510,0,12988000,7559460,0
5671,157.025,279.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986788,0,0,0,0,0,0,0,0,0,0,0,1458560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685470,0,0,0,0,0,0,0,890248,0,0,0,0
118873,157.115,317.1095104,2782060,0,0,0,0,2678540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81890,157.1,1428.538,0,0,0,0,0,2099310,0,2264480,0,0,13464400,3598140,0,0,0,0,0,0,0,0,8622890,0,0,0,17144700,0,0,0,5491960,4912880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096780,0,0,0,0,0,0,0,0,0,0,3046890,0,3704340,3872920
8995,157.122,1492.795,0,0,0,0,2761230,0,0,0,0,0,0,0,3124760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292030,0,0,0,0,0,0,0,0,0,2165200,0,0,0,0,0,0,0,0,0,0,0,3169520,0,1974120,0,3321280,0,0,0,0,0,0
137121,157.697,285.705,0,0,0,0,0,0,1909090,0,6807310,0,0,0,0,0,1651850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11003000,0,0
607,157.989,462.2197209,13125100,0,0,5605250,0,33842600,4529330,30694730,0,42210470,9915280,29156550,2691470,0,7734470,19056500,3798220,29266100,9592590,12110950,0,4236760,0,0,0,3548760,12801060,7056320,4719450,5702830,70724800,0,0,0,9599610,6977260,6776810,9805380,0,7112680,4251480,5000410,0,14177930,0,9058140,9423520,0,4714400,0,42230550,11950820,0,35151800,20428200,4167360,22523520,0,0,4170750
16783,158.135,1157.380178,0,2036010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16450,158.091,282.9377692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347770,0,0,0,0,0,0,0,1602970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631520,0,0,0,0,0,0,0,0,0,0,0,0
9399,158.154,1129.326667,0,0,0,0,0,0,0,0,0,0,0,1837630,0,2142810,0,0,0,0,0,0,0,0,0,0,0,0,0,3222680,0,0,0,0,0,0,0,0,0,0,0,0,4015100,1583070,0,5359070,0,0,769447,0,0,0,0,0,0,0,0,2059570,1957030,0,0,0
83527,158.154,1083.0527,0,0,3934720,3135600,0,0,0,0,0,0,0,0,0,0,0,0,0,4333580,0,0,5643380,5930130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6546350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56994,158.154,228.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282140,0,0,0,0,0,0,0,0,0,0,0
63561,158.952,707.8246,0,0,0,0,0,0,0,0,0,0,0,0,284539,0,0,0,497672,0,0,268702,0,0,221864,0,0,0,0,0,0,0,0,0,142924,185519,0,0,0,0,0,0,0,0,0,0,0,0,241288,0,0,0,188204,0,0,0,0,0,0,0,0,0
88257,158.983,284.01,0,2808950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116670,159.052,993.5878897,5959360,4714010,3241880,4024610,5193580,9224560,8598520,11134900,8080300,6078110,6533330,3863630,8103160,4639700,5646420,5005310,5097490,6742020,2283410,1868400,9926770,7074400,8237550,5831450,8712880,9120140,5520340,5490700,7573360,4659770,3421550,5120860,4693270,4480000,6469020,5974890,3653980,6495920,9221110,7887990,4041380,4339330,2904080,1936030,6099550,5700920,4954580,5110020,5840430,6291450,8358920,4798440,6077070,3612200,3394240,3367020,4784870,7114450,6186410,4903430
93679,159.088,1226.587,5482070,2511560,2876760,6785290,82029910,3333080,37832600,7859310,82881290,77088960,44606120,3177290,3031670,2501020,6555130,6309480,2718470,7548480,4193370,2945990,3186400,50292580,5582890,31748950,63283800,73574780,9695199,12339020,49787190,7498460,0,0,2523480,57527180,3370690,0,40158380,3492830,18542600,42115160,15883020,8038080,1485490,0,1963530,67198710,2814960,40487900,8217240,71831790,47244700,7397800,3114710,7464720,2639810,5420830,2584000,73973130,3439180,6837840
34740,159.119,283.4163333,0,6418020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19445970,13359560,0,0,0,0
25924,159.634,286.1379865,10831310,10179390,5891700,4522520,7967530,6204330,7550590,6117160,11356560,11689800,16353190,6231420,10947340,8211580,9337520,9156890,9933260,10718130,11641580,5069640,12795950,7770850,9985400,11696270,12533960,9245910,5953240,10106940,10280750,7619110,8619700,10027440,7470140,7297920,2547040,6206380,5471260,5741790,6975680,8310400,8425030,13828790,7039990,7308950,0,7733320,8509550,8443130,8919140,9435770,6222110,6135230,5534890,6539700,9340700,12266050,9965130,9384820,2602170,6724460
97839,159.972,1013.450066,0,0,0,0,7457350,0,0,0,0,0,0,0,0,12863900,0,0,0,0,0,16063100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17067500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17402400,16382700,16675400,24866100,0,0,0
141671,159.969,1514.893333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5677390,0,3634030,3213440,0,0,0,0,0,0,0,988392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80603,160.056,451.8162857,7907040,6880420,13223850,11817790,73130880,28128550,0,0,9251696,0,38078240,28763010,0,0,0,817179,0,0,43304020,31334640,0,0,16626160,20432328,0,1981700,16688590,11542740,3492960,3865680,210583360,345068730,0,0,17964160,20165720,1073160350,887265850,4435830,12004200,56521020,65391490,37708810,46658690,4859650,21090020,10009900,12361510,8730510,8685886,38100200,37093910,145154300,117269050,15975614,10522747,149891610,165007500,6386960,2852560
130733,160.112,577.2092088,225574000,240982000,0,0,0,0,241287700,0,160670000,388349000,0,147216000,0,0,0,221088000,82085700,0,0,127177000,0,0,0,976111000,1959299000,0,0,0,0,116527000,0,0,0,953680000,0,0,246159000,0,183768000,217010200,0,0,0,0,0,0,178418000,204718000,387160000,118692000,0,0,0,224888000,0,166911000,0,0,0,536354000
3825,160.126,222.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388920,0,0,0,0,0,0,0,0,0,6142140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100021,160.116,805.8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
